Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-5620912,Anchoring of the basal body to the plasma membrane,3,99,0.006401966,0.782920456,0.782920456,8,9,6.11E-04,9606,Homo sapiens,CEP152;ALB;MARK4,,R-HSA-5626228;R-HSA-5626227;R-HSA-5626220;R-HSA-5626223;R-HSA-5626681;R-HSA-5617816;R-HSA-5626699;R-HSA-5638009
R-HSA-1268020,Mitochondrial protein import,2,69,0.004461976,0.783988482,0.783988482,9,14,9.51E-04,9606,Homo sapiens,TOMM70A;TIMM17A,,R-HSA-1299475;R-HSA-1299478;R-HSA-1268022;R-HSA-1299476;R-HSA-1955380;R-HSA-1299482;R-HSA-1299481;R-HSA-1299480;R-HSA-1299487
R-HSA-450294,MAP kinase activation,2,69,0.004461976,0.783988482,0.783988482,4,32,0.00217347,9606,Homo sapiens,MAP2K3;NOD1,,R-HSA-450337;R-HSA-450333;R-HSA-450346;R-HSA-450296
R-HSA-2022854,Keratan sulfate biosynthesis,1,37,0.002392654,0.787731226,0.787731226,8,9,6.11E-04,9606,Homo sapiens,LUM,,R-HSA-2046175;R-HSA-2046222;R-HSA-2025724;R-HSA-2046285;R-HSA-2046298;R-HSA-2025723;R-HSA-2046265;R-HSA-2046180
R-HSA-399719,Trafficking of AMPA receptors,1,37,0.002392654,0.787731226,0.787731226,3,4,2.72E-04,9606,Homo sapiens,GRIP2,,R-HSA-421007;R-HSA-416639;R-HSA-416985
R-HSA-888590,"GABA synthesis, release, reuptake and degradation",1,37,0.002392654,0.787731226,0.787731226,3,10,6.79E-04,9606,Homo sapiens,SLC32A1,,R-HSA-888589;R-HSA-888592;R-HSA-917744
R-HSA-5694530,Cargo concentration in the ER,1,37,0.002392654,0.787731226,0.787731226,2,12,8.15E-04,9606,Homo sapiens,SEC24A,,R-HSA-5694415;R-HSA-5694522
R-HSA-9820960,Respiratory syncytial virus (RSV) attachment and entry,1,37,0.002392654,0.787731226,0.787731226,1,7,4.75E-04,9606,Homo sapiens,TLR4,,R-HSA-9836227
R-HSA-936440,Negative regulators of DDX58/IFIH1 signaling,1,37,0.002392654,0.787731226,0.787731226,1,13,8.83E-04,9606,Homo sapiens,NLRX1,,R-HSA-936564
R-HSA-186763,Downstream signal transduction,1,37,0.002392654,0.787731226,0.787731226,1,16,0.001086735,9606,Homo sapiens,STAT1,,R-HSA-380782
R-HSA-1257604,PIP3 activates AKT signaling,11,322,0.020822556,0.789446828,0.789446828,34,88,0.005977043,9606,Homo sapiens,FLG;EGR1;IL1RL1;TEP1;REG;CD80;PSME2;FGFR4;SGK1,,R-HSA-6807206;R-HSA-8943817;R-HSA-6807077;R-HSA-8851011;R-HSA-8944397;R-HSA-8944078;R-HSA-8850945;R-HSA-8948800;R-HSA-8943811;R-HSA-8944026;R-HSA-8850961;R-HSA-8944104;R-HSA-199456;R-HSA-6807106;R-HSA-6807105;R-HSA-8847968;R-HSA-8944047;R-HSA-8948832;R-HSA-6807118;R-HSA-8944099;R-HSA-8943780;R-HSA-8944420;R-HSA-8847977;R-HSA-8948775;R-HSA-2316434;R-HSA-6807126;R-HSA-8850997;R-HSA-6795473;R-HSA-8850992;R-HSA-8943728;R-HSA-8944497;R-HSA-6807134;R-HSA-6795290;R-HSA-5632939
R-HSA-5673001,RAF/MAP kinase cascade,11,322,0.020822556,0.789446828,0.789446828,6,75,0.005094071,9606,Homo sapiens,FLG;SPTBN5;REG;DAB2IP;RAPGEF2;PSME2;FGFR4;IL2RG;JAK2;BCL2L1,,R-HSA-5658231;R-HSA-5672965;R-HSA-5658435;R-HSA-9653595;R-HSA-5658430;R-HSA-5672969
R-HSA-8943724,Regulation of PTEN gene transcription,2,70,0.004526643,0.79063669,0.79063669,13,15,0.001018814,9606,Homo sapiens,EGR1;TEP1,,R-HSA-8944104;R-HSA-8943817;R-HSA-6807077;R-HSA-8944397;R-HSA-8944078;R-HSA-8944047;R-HSA-8944099;R-HSA-8943811;R-HSA-8943780;R-HSA-8944420;R-HSA-8944026;R-HSA-8943728;R-HSA-5632939
R-HSA-9609690,HCMV Early Events,7,215,0.013903259,0.79471188,0.79471188,7,12,8.15E-04,9606,Homo sapiens,NUP214;HIST1H2AJ;HIST1H4I;NUPL2;HIST1H3C;HIST1H2AB,,R-HSA-9614816;R-HSA-9621073;R-HSA-9614369;R-HSA-9614810;R-HSA-9614811;R-HSA-9623096;R-HSA-9614367
R-HSA-201681,TCF dependent signaling in response to WNT,7,215,0.013903259,0.79471188,0.79471188,20,71,0.004822387,9606,Homo sapiens,TCF7L1;REG;HIST1H2AJ;PSME2;HIST1H4I;HIST1H3C;HIST1H2AB,,R-HSA-3299569;R-HSA-3361751;R-HSA-4411367;R-HSA-3322422;R-HSA-3451153;R-HSA-3364026;R-HSA-3322427;R-HSA-4641260;R-HSA-3322424;R-HSA-4641256;R-HSA-4411372;R-HSA-201712;R-HSA-4411351;R-HSA-1504193;R-HSA-3364042;R-HSA-3640874;R-HSA-3364014;R-HSA-5665608;R-HSA-4411357;R-HSA-3451147
R-HSA-69190,DNA strand elongation,1,38,0.00245732,0.796449841,0.796449841,7,15,0.001018814,9606,Homo sapiens,CDC27,,R-HSA-69152;R-HSA-69074;R-HSA-69140;R-HSA-69127;R-HSA-69142;R-HSA-69144;R-HSA-69116
R-HSA-9013407,RHOH GTPase cycle,1,38,0.00245732,0.796449841,0.796449841,1,3,2.04E-04,9606,Homo sapiens,ROCK1,,R-HSA-9018758
R-HSA-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity,1,38,0.00245732,0.796449841,0.796449841,1,27,0.001833865,9606,Homo sapiens,STAT1,,R-HSA-9730967
R-HSA-373755,Semaphorin interactions,2,71,0.004591309,0.797103834,0.797103834,7,41,0.002784759,9606,Homo sapiens,ROCK1;CRMP1,,R-HSA-9680443;R-HSA-399951;R-HSA-419087;R-HSA-419197;R-HSA-399947;R-HSA-399944;R-HSA-419049
R-HSA-5368287,Mitochondrial translation,3,102,0.006595965,0.799501089,0.799501089,13,17,0.001154656,9606,Homo sapiens,MRPL20;MRPS15;MRPL1,,R-HSA-5389842;R-HSA-5419281;R-HSA-5368279;R-HSA-5389848;R-HSA-5389849;R-HSA-5419261;R-HSA-5419264;R-HSA-5389857;R-HSA-5419271;R-HSA-5419273;R-HSA-5419279;R-HSA-5389839;R-HSA-5419277
R-HSA-174824,"Plasma lipoprotein assembly, remodeling, and clearance",3,102,0.006595965,0.799501089,0.799501089,32,86,0.005841201,9606,Homo sapiens,ALB;APOB;LMF1,,R-HSA-174786;R-HSA-8933258;R-HSA-8866308;R-HSA-174657;R-HSA-8865667;R-HSA-174660;R-HSA-171141;R-HSA-8866304;R-HSA-8876366;R-HSA-174731;R-HSA-8854408;R-HSA-8866327;R-HSA-174739;R-HSA-8866321;R-HSA-174741;R-HSA-174808;R-HSA-8866329;R-HSA-171106;R-HSA-174690;R-HSA-174624;R-HSA-264679;R-HSA-8933292;R-HSA-174757;R-HSA-266350;R-HSA-176879;R-HSA-171122;R-HSA-174706;R-HSA-171059;R-HSA-8854462;R-HSA-174587;R-HSA-6785181;R-HSA-6785178
R-HSA-74752,Signaling by Insulin receptor,3,102,0.006595965,0.799501089,0.799501089,1,34,0.002309312,9606,Homo sapiens,FLG;FGFR4,,R-HSA-109699
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",2,72,0.004655975,0.803393562,0.803393562,14,46,0.003124363,9606,Homo sapiens,NOD1;BCL2L1,,R-HSA-741386;R-HSA-688136;R-HSA-688137;R-HSA-706479;R-HSA-622415;R-HSA-741411;R-HSA-879201;R-HSA-622310;R-HSA-168400;R-HSA-688985;R-HSA-168405;R-HSA-741395;R-HSA-168184;R-HSA-622420
R-HSA-211976,Endogenous sterols,2,72,0.004655975,0.803393562,0.803393562,2,18,0.001222577,9606,Homo sapiens,POMC;CYP51A1,,R-HSA-194678;R-HSA-193997
R-HSA-1169091,Activation of NF-kappaB in B cells,2,72,0.004655975,0.803393562,0.803393562,1,10,6.79E-04,9606,Homo sapiens,REG;PSME2,,R-HSA-1168640
R-HSA-1234176,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,2,72,0.004655975,0.803393562,0.803393562,1,12,8.15E-04,9606,Homo sapiens,REG;PSME2,,R-HSA-1234159
R-HSA-5358346,Hedgehog ligand biogenesis,2,72,0.004655975,0.803393562,0.803393562,1,15,0.001018814,9606,Homo sapiens,REG;PSME2,,R-HSA-5362448
R-HSA-5685938,HDR through Single Strand Annealing (SSA),1,39,0.002521987,0.804810883,0.804810883,4,6,4.08E-04,9606,Homo sapiens,ATM,,R-HSA-5686642;R-HSA-5686657;R-HSA-5693564;R-HSA-5693580
R-HSA-9818027,NFE2L2 regulating anti-oxidant/detoxification enzymes,1,39,0.002521987,0.804810883,0.804810883,10,28,0.001901786,9606,Homo sapiens,MAFK,,R-HSA-9759141;R-HSA-9796049;R-HSA-9760128;R-HSA-9759137;R-HSA-9760097;R-HSA-9759186;R-HSA-9796045;R-HSA-9759176;R-HSA-9796075;R-HSA-9796058
R-HSA-399721,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",1,39,0.002521987,0.804810883,0.804810883,3,9,6.11E-04,9606,Homo sapiens,GRIP2,,R-HSA-421007;R-HSA-416639;R-HSA-416985
R-HSA-8939243,RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known,1,39,0.002521987,0.804810883,0.804810883,1,5,3.40E-04,9606,Homo sapiens,SMARCD1,,R-HSA-8938217
R-HSA-9037629,Lewis blood group biosynthesis,1,39,0.002521987,0.804810883,0.804810883,2,13,8.83E-04,9606,Homo sapiens,FUT5,,R-HSA-9605682;R-HSA-9603984
R-HSA-159418,Recycling of bile acids and salts,1,39,0.002521987,0.804810883,0.804810883,2,17,0.001154656,9606,Homo sapiens,ALB,,R-HSA-9733960;R-HSA-9733545
R-HSA-389661,Glyoxylate metabolism and glycine degradation,2,73,0.004720641,0.809509528,0.809509528,6,23,0.001562182,9606,Homo sapiens,AGXT2;PPL,,R-HSA-6793590;R-HSA-5694018;R-HSA-5693967;R-HSA-6792572;R-HSA-904864;R-HSA-5693977
R-HSA-68949,Orc1 removal from chromatin,2,73,0.004720641,0.809509528,0.809509528,1,4,2.72E-04,9606,Homo sapiens,REG;PSME2,,R-HSA-68948
R-HSA-8950505,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,2,73,0.004720641,0.809509528,0.809509528,1,36,0.002445154,9606,Homo sapiens,PSME2,,R-HSA-8950260
R-HSA-5668541,TNFR2 non-canonical NF-kB pathway,3,104,0.006725297,0.809955839,0.809955839,10,44,0.002988521,9606,Homo sapiens,TNFSF14;REG;PSME2,,R-HSA-5668454;R-HSA-5668534;R-HSA-5668789;R-HSA-5607731;R-HSA-5676593;R-HSA-5668481;R-HSA-5668414;R-HSA-5676591;R-HSA-5675948;R-HSA-5668520
R-HSA-5684996,MAPK1/MAPK3 signaling,11,329,0.02127522,0.811081859,0.811081859,8,82,0.005569517,9606,Homo sapiens,FLG;SPTBN5;REG;DAB2IP;RAPGEF2;PSME2;FGFR4;IL2RG;JAK2;BCL2L1,,R-HSA-109857;R-HSA-5658231;R-HSA-5672965;R-HSA-109858;R-HSA-5658435;R-HSA-9653595;R-HSA-5658430;R-HSA-5672969
R-HSA-425366,"Transport of bile salts and organic acids, metal ions and amine compounds",5,163,0.01054061,0.811391963,0.811391963,5,67,0.004550703,9606,Homo sapiens,SLC2A13;SLC11A2;SLC6A20;SLC22A8;SLC18A2,,R-HSA-352052;R-HSA-435349;R-HSA-444160;R-HSA-561041;R-HSA-429101
R-HSA-390522,Striated Muscle Contraction,1,40,0.002586653,0.812828995,0.812828995,4,4,2.72E-04,9606,Homo sapiens,MYH3,,R-HSA-390597;R-HSA-390598;R-HSA-390593;R-HSA-390595
R-HSA-163359,Glucagon signaling in metabolic regulation,1,40,0.002586653,0.812828995,0.812828995,2,6,4.08E-04,9606,Homo sapiens,ADCY1,,R-HSA-163617;R-HSA-164377
R-HSA-8868766,rRNA processing in the mitochondrion,1,40,0.002586653,0.812828995,0.812828995,1,6,4.08E-04,9606,Homo sapiens,KIAA0391,,R-HSA-6785722
R-HSA-114508,Effects of PIP2 hydrolysis,1,40,0.002586653,0.812828995,0.812828995,1,9,6.11E-04,9606,Homo sapiens,DGKB,,R-HSA-426240
R-HSA-189483,Heme degradation,1,40,0.002586653,0.812828995,0.812828995,2,22,0.001494261,9606,Homo sapiens,ALB,,R-HSA-9661425;R-HSA-9661432
R-HSA-4090294,SUMOylation of intracellular receptors,1,40,0.002586653,0.812828995,0.812828995,2,25,0.001698024,9606,Homo sapiens,HDAC4,,R-HSA-4720446;R-HSA-4720432
R-HSA-168928,DDX58/IFIH1-mediated induction of interferon-alpha/beta,3,105,0.006789964,0.81500841,0.81500841,5,53,0.00359981,9606,Homo sapiens,NLRX1;TOMM70A;HMGB1,,R-HSA-168166;R-HSA-9709842;R-HSA-9709852;R-HSA-936564;R-HSA-168909
R-HSA-983169,Class I MHC mediated antigen processing & presentation,14,412,0.026642525,0.817896177,0.817896177,15,48,0.003260205,9606,Homo sapiens,SEC24A;HACE1;FBXW7;HMGB1;RNF126;HERC2;UNK;REG;CDC27;PSME2;CD36;TLR4;ANAPC2,,R-HSA-983150;R-HSA-983147;R-HSA-203979;R-HSA-983140;R-HSA-1236958;R-HSA-983426;R-HSA-1236956;R-HSA-983425;R-HSA-983424;R-HSA-8863895;R-HSA-983422;R-HSA-1236935;R-HSA-1236970;R-HSA-983157;R-HSA-983156
R-HSA-5687128,MAPK6/MAPK4 signaling,3,106,0.00685463,0.819946682,0.819946682,2,40,0.002716838,9606,Homo sapiens,REG;MMP2;PSME2,,R-HSA-5687099;R-HSA-5687112
R-HSA-168638,NOD1/2 Signaling Pathway,1,41,0.002651319,0.820518221,0.820518221,13,18,0.001222577,9606,Homo sapiens,NOD1,,R-HSA-741386;R-HSA-688136;R-HSA-688137;R-HSA-706479;R-HSA-622415;R-HSA-741411;R-HSA-622310;R-HSA-168400;R-HSA-688985;R-HSA-168405;R-HSA-741395;R-HSA-168184;R-HSA-622420
R-HSA-5696400,Dual Incision in GG-NER,1,41,0.002651319,0.820518221,0.820518221,2,3,2.04E-04,9606,Homo sapiens,CDC27,,R-HSA-5690213;R-HSA-5690988
R-HSA-9675136,Diseases of DNA Double-Strand Break Repair,1,41,0.002651319,0.820518221,0.820518221,5,9,6.11E-04,9606,Homo sapiens,ATM,,R-HSA-9709601;R-HSA-9709571;R-HSA-9701199;R-HSA-9704408;R-HSA-9704330
R-HSA-389356,CD28 co-stimulation,1,41,0.002651319,0.820518221,0.820518221,10,19,0.001290498,9606,Homo sapiens,CD80,,R-HSA-389381;R-HSA-389348;R-HSA-389158;R-HSA-389350;R-HSA-388832;R-HSA-388831;R-HSA-388814;R-HSA-389352;R-HSA-388811;R-HSA-389354
R-HSA-5663213,RHO GTPases Activate WASPs and WAVEs,1,41,0.002651319,0.820518221,0.820518221,5,10,6.79E-04,9606,Homo sapiens,NCKIPSD,,R-HSA-2197698;R-HSA-2029466;R-HSA-442592;R-HSA-2197691;R-HSA-2197690
R-HSA-9701190,Defective homologous recombination repair (HRR) due to BRCA2 loss of function,1,41,0.002651319,0.820518221,0.820518221,2,4,2.72E-04,9606,Homo sapiens,ATM,,R-HSA-9709601;R-HSA-9709571
R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",1,41,0.002651319,0.820518221,0.820518221,5,16,0.001086735,9606,Homo sapiens,SEC24A,,R-HSA-983422;R-HSA-203979;R-HSA-983426;R-HSA-983425;R-HSA-983424
R-HSA-9680350,Signaling by CSF1 (M-CSF) in myeloid cells,1,41,0.002651319,0.820518221,0.820518221,3,14,9.51E-04,9606,Homo sapiens,STAT1,,R-HSA-9680389;R-HSA-9680388;R-HSA-9680348
R-HSA-5673000,RAF activation,1,41,0.002651319,0.820518221,0.820518221,1,12,8.15E-04,9606,Homo sapiens,JAK2,,R-HSA-5672969
R-HSA-9013026,RHOB GTPase cycle,2,75,0.004849974,0.821234778,0.821234778,2,6,4.08E-04,9606,Homo sapiens,TRIO;ROCK1,,R-HSA-9013023;R-HSA-9013024
R-HSA-9830369,Kidney development,2,75,0.004849974,0.821234778,0.821234778,2,50,0.003396047,9606,Homo sapiens,IRX1,,R-HSA-9832183;R-HSA-9832123
R-HSA-2467813,Separation of Sister Chromatids,6,195,0.012609933,0.824591994,0.824591994,6,8,5.43E-04,9606,Homo sapiens,CENPE;REG;CDC27;PSME2;SMC3;ANAPC2,,R-HSA-174144;R-HSA-2467809;R-HSA-2545203;R-HSA-2467811;R-HSA-174202;R-HSA-174121
R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic,3,107,0.006919296,0.824772362,0.824772362,5,11,7.47E-04,9606,Homo sapiens,CENPE;SURF4;KIF21B,,R-HSA-6811427;R-HSA-6811426;R-HSA-6811423;R-HSA-6811418;R-HSA-6811417
R-HSA-68886,M Phase,14,415,0.026836524,0.825599568,0.825599568,33,91,0.006180806,9606,Homo sapiens,NUP214;CEP152;HIST1H2AJ;SMC3;CENPE;REG;CDC27;PSME2;HIST1H4I;NUPL2;HIST1H3C;HIST1H2AB;ANAPC2,,R-HSA-2245218;R-HSA-174144;R-HSA-375302;R-HSA-2288097;R-HSA-2545253;R-HSA-2467809;R-HSA-2467811;R-HSA-1638803;R-HSA-2294574;R-HSA-2990880;R-HSA-2990882;R-HSA-2545203;R-HSA-2294580;R-HSA-9618378;R-HSA-380316;R-HSA-380508;R-HSA-2468287;R-HSA-2294590;R-HSA-2468293;R-HSA-9648114;R-HSA-2172678;R-HSA-9634169;R-HSA-2294600;R-HSA-174121;R-HSA-2468040;R-HSA-2466068;R-HSA-2470935;R-HSA-2484822;R-HSA-2301205;R-HSA-2467794;R-HSA-174202;R-HSA-9634219;R-HSA-1638821
R-HSA-5693616,Presynaptic phase of homologous DNA pairing and strand exchange,1,42,0.002715986,0.827892032,0.827892032,2,7,4.75E-04,9606,Homo sapiens,ATM,,R-HSA-5685341;R-HSA-5693561
R-HSA-3296482,Defects in vitamin and cofactor metabolism,1,42,0.002715986,0.827892032,0.827892032,1,20,0.001358419,9606,Homo sapiens,LMBRD1,,R-HSA-5683325
R-HSA-6809371,Formation of the cornified envelope,4,138,0.008923952,0.828678831,0.828678831,14,27,0.001833865,9606,Homo sapiens,FLG;KRT79;PPL;KRT84,,R-HSA-6814374;R-HSA-8849797;R-HSA-6810894;R-HSA-6814734;R-HSA-6814764;R-HSA-8934819;R-HSA-6814187;R-HSA-6810357;R-HSA-6814387;R-HSA-6811539;R-HSA-8942224;R-HSA-6810843;R-HSA-6814298;R-HSA-6810937
R-HSA-1660662,Glycosphingolipid metabolism,4,138,0.008923952,0.828678831,0.828678831,5,49,0.003328126,9606,Homo sapiens,GLB1;ARSF,,R-HSA-1605624;R-HSA-1606312;R-HSA-1614362;R-HSA-1605724;R-HSA-9840795
R-HSA-5358351,Signaling by Hedgehog,5,168,0.010863942,0.831123055,0.831123055,35,82,0.005569517,9606,Homo sapiens,REG;PSME2;ADCY1;GLI3;CDON,,R-HSA-5635860;R-HSA-5362448;R-HSA-5635856;R-HSA-5635859;R-HSA-5632668;R-HSA-5612508;R-HSA-5635868;R-HSA-5612510;R-HSA-5635845;R-HSA-5617413;R-HSA-5610757;R-HSA-5617412;R-HSA-5635846;R-HSA-5610758;R-HSA-5635841;R-HSA-5617408;R-HSA-5610752;R-HSA-5635843;R-HSA-5610754;R-HSA-5635842;R-HSA-5617410;R-HSA-5635853;R-HSA-5632652;R-HSA-5635855;R-HSA-5610767;R-HSA-5635854;R-HSA-5610766;R-HSA-5635848;R-HSA-5610760;R-HSA-5610746;R-HSA-5610727;R-HSA-5610720;R-HSA-5610723;R-HSA-5610722;R-HSA-5610732
R-HSA-204005,COPII-mediated vesicle transport,2,77,0.004979307,0.832308687,0.832308687,10,16,0.001086735,9606,Homo sapiens,SEC24A;PPP6R1,,R-HSA-5694439;R-HSA-5694421;R-HSA-5694418;R-HSA-203973;R-HSA-5694417;R-HSA-5694527;R-HSA-204008;R-HSA-5694522;R-HSA-5694441;R-HSA-5694409
R-HSA-191273,Cholesterol biosynthesis,2,77,0.004979307,0.832308687,0.832308687,2,37,0.002513075,9606,Homo sapiens,CYP51A1;HMGCS,,R-HSA-194678;R-HSA-191323
R-HSA-190236,Signaling by FGFR,3,109,0.007048629,0.834092849,0.834092849,62,142,0.009644773,9606,Homo sapiens,FLG;FGFR4,,R-HSA-5654596;R-HSA-5654597;R-HSA-5654594;R-HSA-5654592;R-HSA-5654734;R-HSA-5654600;R-HSA-1307955;R-HSA-5654514;R-HSA-8941613;R-HSA-190245;R-HSA-1307963;R-HSA-5654655;R-HSA-5654653;R-HSA-5654651;R-HSA-5654392;R-HSA-190256;R-HSA-190265;R-HSA-190268;R-HSA-8941623;R-HSA-5654422;R-HSA-5654167;R-HSA-5654423;R-HSA-5654165;R-HSA-5654418;R-HSA-5654163;R-HSA-5654672;R-HSA-5654673;R-HSA-5654428;R-HSA-5654684;R-HSA-5654426;R-HSA-5654169;R-HSA-5654425;R-HSA-5654662;R-HSA-5654151;R-HSA-5654663;R-HSA-5654149;R-HSA-191062;R-HSA-5654658;R-HSA-5654659;R-HSA-5656064;R-HSA-190427;R-HSA-5654669;R-HSA-5654667;R-HSA-5654664;R-HSA-190429;R-HSA-5654582;R-HSA-5654578;R-HSA-5654591;R-HSA-5654717;R-HSA-5654586;R-HSA-5654714;R-HSA-5654587;R-HSA-5654584;R-HSA-5654566;R-HSA-5654692;R-HSA-5654690;R-HSA-190326;R-HSA-5654560;R-HSA-5654575;R-HSA-5654573;R-HSA-5654571;R-HSA-5654569
R-HSA-9696264,RND3 GTPase cycle,1,43,0.002780652,0.834963348,0.834963348,1,2,1.36E-04,9606,Homo sapiens,ROCK1,,R-HSA-9696268
R-HSA-432720,Lysosome Vesicle Biogenesis,1,43,0.002780652,0.834963348,0.834963348,2,8,5.43E-04,9606,Homo sapiens,AP4E1,,R-HSA-5229132;R-HSA-5229111
R-HSA-3371511,HSF1 activation,1,43,0.002780652,0.834963348,0.834963348,1,7,4.75E-04,9606,Homo sapiens,HSPH1,,R-HSA-4793819
R-HSA-8963691,Phenylalanine and tyrosine metabolism,1,43,0.002780652,0.834963348,0.834963348,1,12,8.15E-04,9606,Homo sapiens,PAH,,R-HSA-71118
R-HSA-111933,Calmodulin induced events,1,43,0.002780652,0.834963348,0.834963348,1,23,0.001562182,9606,Homo sapiens,ADCY1,,R-HSA-111930
R-HSA-111997,CaM pathway,1,43,0.002780652,0.834963348,0.834963348,1,24,0.001630103,9606,Homo sapiens,ADCY1,,R-HSA-111930
R-HSA-9013408,RHOG GTPase cycle,2,78,0.005043973,0.837610411,0.837610411,2,6,4.08E-04,9606,Homo sapiens,TRIO;DOCK1,,R-HSA-9014449;R-HSA-9014433
R-HSA-448424,Interleukin-17 signaling,2,78,0.005043973,0.837610411,0.837610411,4,35,0.002377233,9606,Homo sapiens,MAP2K3;NOD1,,R-HSA-450337;R-HSA-450333;R-HSA-450346;R-HSA-450296
R-HSA-193368,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,2,78,0.005043973,0.837610411,0.837610411,3,39,0.002648917,9606,Homo sapiens,HSD3B7;AKR1D1,,R-HSA-192067;R-HSA-192097;R-HSA-192033
R-HSA-9614085,FOXO-mediated transcription,3,110,0.007113295,0.838591143,0.838591143,5,85,0.00577328,9606,Homo sapiens,POMC;NFYC,,R-HSA-9622579;R-HSA-9623059;R-HSA-9623072;R-HSA-9622604;R-HSA-9622572
R-HSA-193704,p75 NTR receptor-mediated signalling,3,110,0.007113295,0.838591143,0.838591143,2,50,0.003396047,9606,Homo sapiens,TIAM1;TRIO;SORCS3,,R-HSA-193642;R-HSA-205039
R-HSA-9696270,RND2 GTPase cycle,1,44,0.002845318,0.841744558,0.841744558,1,2,1.36E-04,9606,Homo sapiens,GOLGA3,,R-HSA-9696266
R-HSA-9013420,RHOU GTPase cycle,1,44,0.002845318,0.841744558,0.841744558,1,4,2.72E-04,9606,Homo sapiens,PTK2B,,R-HSA-9018766
R-HSA-3769402,Deactivation of the beta-catenin transactivating complex,1,44,0.002845318,0.841744558,0.841744558,3,14,9.51E-04,9606,Homo sapiens,TCF7L1,,R-HSA-3361751;R-HSA-3364042;R-HSA-5665608
R-HSA-6807070,PTEN Regulation,5,171,0.011057941,0.842134267,0.842134267,30,56,0.003803573,9606,Homo sapiens,EGR1;TEP1;REG;PSME2,,R-HSA-6807206;R-HSA-8943817;R-HSA-6807077;R-HSA-8851011;R-HSA-8944397;R-HSA-8944078;R-HSA-8850945;R-HSA-8948800;R-HSA-8943811;R-HSA-8944026;R-HSA-8850961;R-HSA-8944104;R-HSA-6807106;R-HSA-6807105;R-HSA-8847968;R-HSA-8944047;R-HSA-8948832;R-HSA-6807118;R-HSA-8944099;R-HSA-8943780;R-HSA-8944420;R-HSA-8847977;R-HSA-8948775;R-HSA-6807126;R-HSA-8850997;R-HSA-8850992;R-HSA-8943728;R-HSA-8944497;R-HSA-6807134;R-HSA-5632939
R-HSA-9013106,RHOC GTPase cycle,2,79,0.005108639,0.842760078,0.842760078,2,6,4.08E-04,9606,Homo sapiens,TRIO;ROCK1,,R-HSA-9013109;R-HSA-9013110
R-HSA-69618,Mitotic Spindle Checkpoint,3,111,0.007177962,0.842983812,0.842983812,5,7,4.75E-04,9606,Homo sapiens,CENPE;CDC27;ANAPC2,,R-HSA-141409;R-HSA-141431;R-HSA-141422;R-HSA-141439;R-HSA-141423
R-HSA-9006925,Intracellular signaling by second messengers,12,369,0.023861873,0.845783738,0.845783738,35,116,0.007878829,9606,Homo sapiens,FLG;EGR1;IL1RL1;TEP1;REG;CD80;PSME2;ADCY1;FGFR4;SGK1,,R-HSA-6807206;R-HSA-8943817;R-HSA-6807077;R-HSA-8851011;R-HSA-8944397;R-HSA-8944078;R-HSA-8850945;R-HSA-8948800;R-HSA-8943811;R-HSA-8944026;R-HSA-8850961;R-HSA-8944104;R-HSA-199456;R-HSA-6807106;R-HSA-6807105;R-HSA-8847968;R-HSA-8944047;R-HSA-8948832;R-HSA-6807118;R-HSA-8944099;R-HSA-8943780;R-HSA-8944420;R-HSA-8847977;R-HSA-8948775;R-HSA-2316434;R-HSA-6807126;R-HSA-8850997;R-HSA-6795473;R-HSA-8850992;R-HSA-8943728;R-HSA-8944497;R-HSA-6807134;R-HSA-111930;R-HSA-6795290;R-HSA-5632939
R-HSA-1483255,PI Metabolism,3,112,0.007242628,0.847272623,0.847272623,9,89,0.006044964,9606,Homo sapiens,SYNJ1;TEP1;PIK3C2G,,R-HSA-1675928;R-HSA-1676203;R-HSA-199456;R-HSA-1675994;R-HSA-1676109;R-HSA-1675836;R-HSA-1676177;R-HSA-1676149;R-HSA-1675988
R-HSA-202424,Downstream TCR signaling,3,112,0.007242628,0.847272623,0.847272623,2,24,0.001630103,9606,Homo sapiens,TEP1;REG;PSME2,,R-HSA-199456;R-HSA-5607724
R-HSA-70171,Glycolysis,3,112,0.007242628,0.847272623,0.847272623,1,24,0.001630103,9606,Homo sapiens,NUP214;NUPL2,,R-HSA-170796
